filename,class,bbox
002323.png,DontCare,"[171.89, 183.12, 213.58, 239.69]"
002445.png,Car,"[953.93, 165.44, 1241.0, 374.0]"
002445.png,Car,"[917.88, 181.82, 1229.36, 281.3]"
002445.png,Car,"[882.41, 180.78, 1170.94, 261.5]"
003983.png,Car,"[934.01, 200.09, 1223.0, 369.0]"
003983.png,Car,"[785.57, 179.09, 1069.54, 336.09]"
003983.png,Car,"[174.29, 168.62, 300.98, 230.94]"
003983.png,Car,"[480.82, 177.47, 515.91, 197.96]"
003983.png,Car,"[697.04, 173.77, 755.61, 230.05]"
003983.png,Car,"[684.25, 177.55, 740.88, 221.67]"
003983.png,Car,"[675.17, 178.17, 715.49, 213.16]"
003983.png,Car,"[656.94, 177.34, 682.06, 199.38]"
003983.png,DontCare,"[605.44, 171.75, 632.49, 184.14]"
004034.png,Car,"[0.0, 215.06, 295.43, 374.0]"
004034.png,Van,"[235.56, 167.29, 448.1, 319.58]"
004034.png,Car,"[490.47, 184.76, 552.0, 227.9]"
004034.png,DontCare,"[632.63, 203.5, 657.83, 212.2]"
004034.png,DontCare,"[588.96, 193.79, 615.13, 216.08]"
000252.png,Car,"[239.65, 196.51, 447.05, 327.01]"
000252.png,Car,"[515.45, 183.55, 549.41, 209.28]"
000252.png,Van,"[567.97, 161.02, 612.95, 190.72]"
000252.png,Car,"[386.51, 182.63, 485.96, 218.8]"
006623.png,Car,"[588.73, 174.32, 615.86, 201.14]"
006623.png,Car,"[384.14, 177.41, 518.37, 281.26]"
006623.png,Car,"[138.21, 189.88, 258.03, 249.19]"
006623.png,Cyclist,"[675.45, 161.19, 735.92, 227.76]"
006623.png,Pedestrian,"[682.15, 169.87, 697.15, 225.65]"
006623.png,Pedestrian,"[660.65, 171.63, 675.65, 219.84]"
006623.png,Pedestrian,"[400.73, 173.54, 410.73, 230.78]"
006623.png,DontCare,"[274.15, 180.23, 310.65, 213.6]"
006623.png,DontCare,"[524.15, 175.02, 545.02, 186.52]"
000246.png,Car,"[571.3, 177.37, 609.7, 212.39]"
000246.png,Car,"[0.0, 208.25, 277.23, 375.0]"
000246.png,Car,"[0.0, 193.79, 97.7, 311.45]"
000246.png,Van,"[170.73, 131.43, 370.25, 264.59]"
000246.png,Car,"[0.0, 187.92, 121.03, 266.41]"
000246.png,Car,"[323.63, 182.96, 407.85, 230.63]"
000246.png,Misc,"[491.44, 161.75, 543.27, 212.97]"
000246.png,Misc,"[411.7, 138.78, 519.59, 241.02]"
000246.png,Truck,"[524.76, 143.98, 562.99, 198.53]"
006637.png,Car,"[573.08, 174.32, 614.5, 212.08]"
006637.png,Car,"[0.0, 199.86, 342.09, 375.0]"
006637.png,Car,"[106.47, 185.51, 277.15, 263.0]"
006637.png,Car,"[292.33, 182.12, 430.37, 262.03]"
006637.png,Van,"[321.68, 171.23, 406.82, 227.0]"
006637.png,Misc,"[428.09, 155.74, 503.46, 230.82]"
006637.png,Van,"[454.58, 153.28, 525.23, 220.63]"
006637.png,Car,"[380.23, 183.96, 432.78, 216.1]"
006637.png,Car,"[501.22, 172.77, 539.2, 204.32]"
006637.png,Van,"[533.4, 165.09, 558.92, 193.54]"
006637.png,Car,"[216.9, 181.91, 315.8, 227.34]"
001158.png,Car,"[574.72, 180.61, 607.42, 210.47]"
001158.png,Car,"[0.0, 191.39, 230.46, 308.24]"
001158.png,Van,"[36.53, 63.37, 421.51, 358.51]"
001158.png,Misc,"[413.42, 205.1, 473.73, 245.99]"
001158.png,Car,"[426.66, 187.16, 502.24, 239.0]"
001158.png,Car,"[378.41, 187.39, 437.59, 218.22]"
001158.png,Car,"[478.29, 184.01, 524.78, 216.98]"
001158.png,Misc,"[535.56, 172.79, 557.04, 196.86]"
002451.png,Car,"[794.92, 171.12, 870.61, 235.39]"
002451.png,Car,"[301.59, 184.71, 487.48, 262.98]"
002451.png,Car,"[1153.25, 160.44, 1241.0, 198.87]"
002451.png,DontCare,"[876.34, 174.71, 914.15, 193.76]"
003997.png,Pedestrian,"[812.61, 142.57, 887.64, 299.58]"
003997.png,Pedestrian,"[0.0, 152.54, 88.65, 336.18]"
003997.png,DontCare,"[0.0, 159.0, 93.99, 349.25]"
004020.png,Car,"[600.25, 177.17, 657.65, 229.7]"
004020.png,Car,"[585.02, 178.43, 606.45, 192.56]"
004020.png,DontCare,"[718.02, 171.48, 726.72, 178.24]"
004020.png,DontCare,"[1173.1, 140.43, 1238.08, 196.68]"
003029.png,Truck,"[602.74, 157.98, 652.18, 202.69]"
003029.png,Car,"[272.14, 182.25, 354.89, 225.72]"
003029.png,DontCare,"[437.11, 172.77, 590.07, 198.94]"
004746.png,Misc,"[318.85, 180.75, 340.14, 201.64]"
004746.png,Car,"[424.86, 176.22, 480.5, 195.77]"
004746.png,DontCare,"[731.6, 158.38, 1240.0, 178.73]"
004746.png,DontCare,"[500.67, 171.96, 534.6, 189.4]"
004746.png,DontCare,"[543.36, 167.11, 583.11, 188.43]"
004746.png,DontCare,"[611.28, 171.96, 652.97, 185.52]"
005458.png,Van,"[642.93, 141.13, 727.72, 229.35]"
005458.png,Car,"[807.12, 187.01, 982.86, 255.42]"
005458.png,Misc,"[538.74, 162.86, 578.96, 181.83]"
005458.png,Van,"[545.54, 141.07, 576.17, 178.58]"
002337.png,Truck,"[596.88, 161.71, 625.78, 193.0]"
002337.png,Car,"[13.05, 198.84, 175.58, 258.02]"
002337.png,DontCare,"[512.8, 178.59, 527.32, 187.94]"
002337.png,DontCare,"[554.84, 176.0, 581.66, 186.0]"
006151.png,Pedestrian,"[751.11, 162.61, 833.02, 327.06]"
000520.png,Pedestrian,"[700.73, 155.37, 760.4, 301.47]"
003001.png,Car,"[0.0, 184.46, 254.45, 341.13]"
003001.png,Car,"[120.95, 160.9, 380.22, 275.05]"
003001.png,Car,"[724.75, 190.49, 938.65, 330.58]"
003001.png,Car,"[666.13, 178.53, 746.03, 243.35]"
003001.png,Car,"[222.19, 185.25, 412.83, 261.47]"
003001.png,Car,"[295.03, 181.72, 463.21, 241.64]"
003001.png,Car,"[652.29, 184.7, 709.46, 225.48]"
003001.png,Car,"[642.12, 179.18, 680.3, 214.09]"
003001.png,Car,"[445.26, 175.5, 512.5, 212.86]"
003001.png,DontCare,"[515.38, 170.18, 635.35, 205.41]"
003001.png,DontCare,"[775.43, 166.3, 803.54, 187.94]"
005470.png,Car,"[0.0, 189.33, 227.1, 325.18]"
005470.png,Car,"[378.59, 178.8, 431.37, 206.38]"
005470.png,DontCare,"[484.56, 170.85, 499.19, 187.56]"
001616.png,Car,"[565.96, 179.19, 611.49, 220.69]"
001616.png,Car,"[128.59, 180.21, 445.01, 375.0]"
001616.png,Car,"[70.04, 188.76, 274.0, 281.04]"
001616.png,Car,"[0.0, 187.81, 80.61, 266.97]"
001616.png,Car,"[338.44, 178.63, 417.56, 228.03]"
001616.png,Car,"[436.83, 184.02, 514.07, 237.79]"
001616.png,Car,"[398.59, 182.72, 456.02, 217.04]"
001616.png,Car,"[502.42, 183.69, 546.93, 215.11]"
001616.png,Van,"[534.57, 165.23, 560.39, 196.42]"
001616.png,Car,"[117.14, 185.3, 249.22, 242.97]"
006179.png,Car,"[0.0, 206.55, 343.84, 374.0]"
006179.png,Van,"[300.37, 117.83, 513.16, 309.59]"
006179.png,Car,"[779.59, 165.08, 1241.0, 333.71]"
006179.png,Car,"[0.0, 209.2, 220.58, 374.0]"
006179.png,Car,"[663.5, 164.74, 867.12, 248.11]"
006179.png,Van,"[474.12, 160.2, 563.08, 236.12]"
006179.png,Car,"[160.24, 194.25, 353.62, 305.11]"
006179.png,Car,"[641.45, 175.99, 683.32, 212.32]"
006179.png,Car,"[626.56, 173.73, 664.73, 208.73]"
006179.png,Pedestrian,"[580.53, 171.82, 589.03, 192.86]"
006179.png,Pedestrian,"[585.47, 172.96, 592.47, 193.4]"
006179.png,Car,"[546.01, 173.92, 563.5, 192.4]"
007267.png,Car,"[696.62, 177.91, 846.09, 283.55]"
007267.png,Car,"[117.65, 187.11, 437.14, 374.0]"
007267.png,Car,"[645.28, 177.85, 688.58, 214.17]"
007267.png,Van,"[687.51, 162.0, 728.96, 192.92]"
000508.png,Car,"[592.02, 175.19, 626.32, 208.22]"
000508.png,Truck,"[708.56, 163.77, 782.22, 195.6]"
000508.png,Truck,"[458.11, 159.04, 498.34, 196.41]"
000508.png,DontCare,"[509.61, 176.69, 520.76, 186.93]"
001170.png,Car,"[530.92, 164.0, 607.15, 221.47]"
001170.png,Car,"[68.64, 216.47, 186.07, 292.35]"
001170.png,Car,"[1057.51, 144.42, 1241.0, 260.09]"
001170.png,Car,"[883.53, 146.24, 1176.18, 233.16]"
001170.png,Car,"[591.91, 161.74, 633.34, 196.46]"
001170.png,Car,"[639.3, 159.22, 660.87, 176.18]"
001170.png,DontCare,"[661.58, 144.31, 677.4, 161.42]"
002479.png,Van,"[741.59, 96.22, 1126.01, 374.0]"
002479.png,Car,"[378.04, 174.57, 494.91, 270.82]"
002479.png,Car,"[683.52, 179.82, 763.83, 238.0]"
002479.png,Car,"[484.35, 176.26, 539.94, 215.26]"
002479.png,Car,"[521.85, 171.04, 559.81, 205.05]"
002479.png,Car,"[650.6, 174.32, 694.15, 207.72]"
002479.png,DontCare,"[565.19, 168.24, 580.36, 197.0]"
002479.png,DontCare,"[629.23, 170.83, 646.34, 195.71]"
005316.png,Pedestrian,"[694.62, 175.43, 703.96, 201.82]"
005316.png,Van,"[68.34, 174.12, 189.52, 222.12]"
005316.png,Misc,"[184.58, 181.15, 230.79, 211.99]"
005316.png,Car,"[221.83, 183.54, 302.47, 223.76]"
005316.png,Car,"[168.24, 186.13, 265.38, 223.54]"
005316.png,Car,"[358.38, 177.91, 407.91, 205.21]"
005316.png,Car,"[325.74, 178.02, 375.41, 204.85]"
005316.png,Car,"[443.7, 177.62, 473.29, 195.29]"
005316.png,DontCare,"[710.6, 167.73, 864.81, 190.69]"
005316.png,DontCare,"[793.94, 193.77, 832.52, 213.6]"
005316.png,DontCare,"[655.4, 168.77, 670.02, 192.77]"
005316.png,DontCare,"[590.81, 175.02, 623.14, 183.4]"
004008.png,Car,"[340.47, 194.88, 497.15, 294.12]"
004008.png,Van,"[597.73, 179.31, 620.16, 201.74]"
003767.png,Car,"[0.0, 175.11, 95.47, 233.27]"
003767.png,Truck,"[482.88, 135.83, 556.96, 220.06]"
003767.png,Car,"[553.27, 177.98, 575.0, 197.56]"
003767.png,Car,"[375.24, 180.97, 404.22, 198.49]"
003767.png,Car,"[584.36, 176.74, 622.1, 214.33]"
003767.png,DontCare,"[419.65, 176.0, 456.82, 191.17]"
003767.png,DontCare,"[704.92, 174.71, 742.09, 181.47]"
005302.png,Car,"[567.87, 178.85, 586.34, 193.8]"
003773.png,Car,"[433.69, 183.35, 514.18, 207.07]"
003773.png,DontCare,"[367.9, 179.24, 400.54, 199.59]"
003773.png,DontCare,"[546.43, 172.12, 603.0, 188.59]"
003773.png,DontCare,"[615.65, 173.42, 649.58, 192.47]"
001164.png,Car,"[344.44, 184.74, 483.51, 278.63]"
001164.png,Car,"[552.47, 172.23, 605.53, 220.66]"
001164.png,Car,"[531.19, 171.18, 572.4, 206.07]"
001164.png,Car,"[502.8, 174.39, 530.64, 193.65]"
001164.png,Car,"[593.83, 171.59, 622.67, 200.51]"
001164.png,DontCare,"[0.0, 270.97, 247.89, 372.0]"
001602.png,Car,"[821.22, 175.4, 931.95, 245.61]"
001602.png,Car,"[730.96, 173.53, 809.45, 240.79]"
001602.png,Car,"[222.59, 191.27, 285.73, 229.58]"
001602.png,Car,"[405.3, 176.51, 499.12, 216.35]"
001602.png,Car,"[0.0, 192.0, 42.94, 225.61]"
001602.png,Car,"[170.56, 184.55, 198.16, 208.05]"
001602.png,Van,"[469.02, 159.28, 750.08, 324.83]"
001602.png,Car,"[335.81, 195.87, 464.76, 264.87]"
001602.png,DontCare,"[41.22, 183.12, 138.55, 218.99]"
001602.png,DontCare,"[902.56, 169.18, 1086.28, 210.48]"
007273.png,Car,"[570.25, 179.35, 603.07, 209.27]"
007273.png,Car,"[0.0, 192.42, 195.59, 324.38]"
007273.png,Car,"[171.75, 190.27, 308.43, 256.18]"
007273.png,Car,"[302.58, 190.42, 444.66, 267.11]"
007273.png,Car,"[392.36, 182.95, 449.85, 218.14]"
007273.png,Van,"[449.68, 148.79, 522.51, 224.1]"
007273.png,Car,"[503.18, 183.52, 538.08, 210.6]"
007273.png,Car,"[0.0, 182.89, 87.97, 266.69]"
007273.png,Car,"[233.75, 181.54, 329.32, 229.98]"
007273.png,DontCare,"[532.79, 164.0, 569.39, 205.82]"
003015.png,Van,"[418.96, 172.93, 456.07, 212.71]"
003015.png,Cyclist,"[515.45, 177.35, 575.05, 277.32]"
003015.png,Car,"[733.66, 181.69, 901.64, 326.55]"
003015.png,Car,"[596.47, 186.05, 744.91, 278.47]"
003015.png,Car,"[153.59, 199.58, 301.06, 290.06]"
003015.png,Van,"[232.72, 188.75, 327.4, 262.08]"
003015.png,Car,"[538.9, 182.4, 624.39, 245.02]"
003015.png,Car,"[514.33, 182.75, 586.7, 230.7]"
003015.png,Car,"[278.75, 190.9, 340.5, 238.02]"
003015.png,Car,"[491.73, 188.42, 540.0, 223.95]"
003015.png,DontCare,"[459.1, 179.88, 492.38, 219.63]"
003015.png,DontCare,"[376.3, 176.65, 403.12, 205.41]"
003015.png,DontCare,"[287.68, 169.53, 375.95, 203.46]"
005464.png,Truck,"[633.88, 132.31, 694.32, 203.08]"
005464.png,Car,"[153.29, 180.3, 236.81, 216.59]"
005464.png,Car,"[220.08, 181.07, 293.21, 209.33]"
005464.png,Car,"[286.35, 180.34, 344.35, 204.44]"
005464.png,DontCare,"[339.77, 167.73, 520.02, 201.1]"
004949.png,Cyclist,"[645.65, 174.93, 771.52, 318.85]"
004949.png,Pedestrian,"[173.72, 168.48, 211.72, 268.9]"
004949.png,Pedestrian,"[234.38, 169.92, 266.05, 258.81]"
004791.png,Car,"[589.63, 177.15, 620.91, 208.07]"
004791.png,Truck,"[132.81, 171.56, 281.76, 205.74]"
004791.png,DontCare,"[427.89, 178.75, 432.71, 198.13]"
001831.png,Car,"[563.81, 170.04, 590.24, 188.7]"
001831.png,Car,"[591.06, 168.74, 615.29, 191.13]"
001831.png,Car,"[541.04, 169.91, 568.91, 193.08]"
001831.png,Car,"[329.77, 169.91, 398.34, 203.49]"
001831.png,DontCare,"[620.11, 167.8, 635.23, 188.72]"
007298.png,Car,"[431.98, 183.79, 504.36, 228.35]"
007298.png,Misc,"[565.01, 175.7, 582.7, 204.19]"
007298.png,Car,"[569.7, 178.78, 601.21, 199.12]"
007298.png,DontCare,"[605.4, 168.77, 759.61, 194.85]"
006186.png,Car,"[0.0, 206.05, 190.43, 323.72]"
006186.png,Car,"[0.0, 193.17, 231.79, 298.47]"
006186.png,Car,"[595.53, 168.46, 691.8, 210.09]"
006186.png,Car,"[639.92, 172.69, 814.26, 237.79]"
006186.png,Car,"[116.6, 177.97, 308.17, 253.26]"
006186.png,Car,"[169.12, 184.52, 341.71, 240.59]"
006186.png,Car,"[268.18, 178.82, 385.04, 220.84]"
006186.png,DontCare,"[373.1, 171.9, 435.64, 192.78]"
000291.png,Car,"[618.07, 173.69, 657.64, 213.4]"
000291.png,Car,"[479.73, 180.34, 550.56, 223.09]"
000291.png,Car,"[520.04, 176.85, 562.22, 210.91]"
000291.png,Car,"[543.28, 174.41, 576.92, 197.75]"
000291.png,DontCare,"[605.4, 148.98, 633.57, 172.98]"
000291.png,DontCare,"[565.81, 165.65, 587.73, 187.57]"
006838.png,Van,"[17.6, 37.57, 454.51, 374.0]"
006838.png,Car,"[538.78, 181.77, 556.77, 198.72]"
006838.png,Car,"[941.31, 192.36, 1022.31, 221.67]"
006838.png,Car,"[561.19, 179.47, 615.52, 233.62]"
006838.png,Car,"[206.58, 182.14, 267.67, 208.92]"
006838.png,Cyclist,"[851.63, 182.84, 875.31, 222.31]"
006838.png,Car,"[1021.66, 193.26, 1088.45, 220.44]"
003798.png,Car,"[544.37, 185.52, 572.86, 207.25]"
003798.png,Van,"[595.94, 180.28, 620.01, 204.35]"
002486.png,Car,"[570.07, 178.33, 602.65, 208.03]"
002486.png,Car,"[0.0, 195.71, 94.67, 326.15]"
002486.png,Car,"[89.19, 191.9, 264.16, 270.93]"
002486.png,Car,"[247.37, 192.05, 425.08, 283.85]"
002486.png,Car,"[320.85, 182.25, 403.82, 231.7]"
002486.png,Car,"[374.26, 182.53, 438.7, 220.83]"
002486.png,Van,"[435.51, 145.48, 517.05, 228.1]"
002486.png,Car,"[497.93, 183.67, 535.35, 212.37]"
002486.png,Car,"[203.1, 181.54, 309.7, 234.09]"
002486.png,DontCare,"[537.59, 170.69, 565.68, 200.72]"
003940.png,Car,"[523.76, 182.06, 566.25, 215.25]"
003940.png,DontCare,"[567.13, 177.94, 581.65, 202.81]"
002492.png,Car,"[579.35, 175.73, 620.04, 212.84]"
002492.png,Misc,"[427.0, 145.88, 527.93, 237.32]"
002492.png,Misc,"[0.0, 0.0, 426.07, 375.0]"
002492.png,Van,"[396.69, 167.66, 467.43, 215.61]"
002492.png,Truck,"[512.58, 130.58, 569.71, 207.0]"
003954.png,Pedestrian,"[374.71, 155.77, 425.4, 300.99]"
000285.png,Car,"[595.62, 181.33, 661.35, 243.71]"
000285.png,Car,"[837.5, 168.67, 1076.72, 313.08]"
000285.png,Car,"[715.76, 178.58, 827.33, 237.3]"
000285.png,Car,"[677.52, 180.56, 771.35, 220.77]"
000285.png,Car,"[353.01, 183.81, 448.54, 243.22]"
000285.png,Car,"[484.19, 180.78, 533.53, 213.19]"
000285.png,Car,"[164.4, 191.99, 311.09, 253.28]"
000285.png,Car,"[280.37, 180.38, 367.24, 233.95]"
000285.png,Car,"[555.46, 180.3, 589.04, 199.34]"
000285.png,Car,"[388.4, 182.18, 449.36, 214.91]"
000285.png,Car,"[471.91, 183.21, 521.83, 205.3]"
000285.png,Car,"[0.0, 188.86, 116.94, 251.89]"
000285.png,Car,"[11.83, 184.92, 151.34, 225.56]"
000285.png,Car,"[660.8, 176.86, 685.15, 191.86]"
001825.png,Car,"[929.66, 184.48, 1241.0, 374.0]"
001825.png,Van,"[701.62, 47.95, 1002.2, 314.73]"
001825.png,Car,"[682.59, 165.18, 774.68, 246.0]"
001825.png,Car,"[665.87, 177.2, 733.95, 228.92]"
001825.png,Car,"[633.41, 179.74, 679.09, 214.28]"
001825.png,Misc,"[293.9, 195.29, 319.26, 233.82]"
001825.png,Car,"[467.01, 186.58, 506.57, 216.92]"
001825.png,Car,"[601.88, 175.98, 648.61, 208.97]"
001825.png,Car,"[572.64, 181.18, 606.16, 203.18]"
001825.png,DontCare,"[507.62, 175.36, 575.84, 207.35]"
001825.png,DontCare,"[452.64, 177.94, 467.16, 200.87]"
006192.png,Car,"[1058.18, 248.61, 1241.0, 374.0]"
006192.png,Car,"[425.94, 183.29, 539.11, 275.22]"
006192.png,Car,"[784.72, 212.39, 1068.49, 374.0]"
006192.png,Car,"[706.42, 191.56, 833.25, 297.22]"
006192.png,Car,"[666.5, 190.08, 752.11, 259.6]"
006192.png,Car,"[481.11, 191.54, 551.14, 254.1]"
006192.png,Car,"[654.49, 187.58, 716.6, 236.78]"
006192.png,Car,"[639.67, 186.52, 687.95, 225.81]"
006192.png,Car,"[539.48, 186.04, 574.14, 215.9]"
006192.png,Car,"[556.29, 179.63, 587.42, 211.13]"
006192.png,Car,"[570.19, 181.94, 599.43, 208.72]"
006192.png,DontCare,"[605.4, 186.48, 639.82, 204.23]"
004785.png,Truck,"[644.71, 145.44, 741.31, 225.44]"
004785.png,Car,"[548.58, 175.29, 572.52, 195.04]"
004785.png,DontCare,"[522.01, 171.96, 545.27, 185.52]"
004975.png,Car,"[584.26, 180.27, 613.2, 206.94]"
004975.png,Car,"[1130.63, 194.82, 1241.0, 374.0]"
004975.png,Car,"[872.3, 181.11, 1038.11, 265.66]"
004975.png,Car,"[1212.13, 182.87, 1241.0, 251.49]"
004975.png,Car,"[681.08, 174.79, 802.14, 217.37]"
004975.png,Car,"[678.74, 176.45, 785.76, 214.22]"
004975.png,Car,"[663.7, 177.8, 752.14, 208.31]"
006804.png,Pedestrian,"[437.34, 158.2, 510.93, 309.5]"
006810.png,Car,"[584.4, 177.47, 615.82, 207.37]"
006810.png,Car,"[980.83, 193.9, 1241.0, 374.0]"
006810.png,Pedestrian,"[814.95, 163.55, 843.62, 252.65]"
006810.png,Car,"[685.25, 178.77, 795.4, 256.16]"
006810.png,Car,"[663.36, 176.38, 728.58, 233.22]"
006810.png,Car,"[642.14, 172.26, 676.6, 205.96]"
006810.png,Car,"[229.27, 196.0, 354.9, 261.63]"
006810.png,Car,"[314.24, 185.62, 406.08, 238.6]"
006810.png,Car,"[390.6, 184.38, 453.14, 222.86]"
003968.png,Car,"[581.6, 176.24, 640.01, 232.72]"
003968.png,Car,"[666.96, 178.58, 703.25, 208.48]"
003968.png,Misc,"[846.36, 159.74, 869.34, 187.57]"
003968.png,Car,"[899.59, 171.09, 954.85, 195.35]"
003968.png,Car,"[940.1, 162.18, 1003.9, 197.42]"
003968.png,Misc,"[992.87, 144.62, 1043.81, 196.54]"
003968.png,DontCare,"[719.8, 159.83, 748.56, 175.0]"
004961.png,Car,"[0.0, 147.24, 370.95, 374.0]"
004961.png,Misc,"[267.32, 226.43, 468.21, 317.94]"
004961.png,Car,"[487.98, 180.61, 585.26, 241.76]"
004961.png,Car,"[556.32, 176.88, 625.48, 223.6]"
004961.png,Car,"[616.77, 176.46, 671.85, 211.93]"
004961.png,Car,"[801.09, 163.04, 841.61, 186.59]"
001819.png,Pedestrian,"[520.41, 158.2, 594.55, 303.63]"
006421.png,Car,"[643.96, 171.95, 684.25, 206.54]"
006421.png,Car,"[669.68, 178.8, 722.19, 217.89]"
006421.png,Truck,"[652.88, 147.74, 696.39, 191.56]"
006421.png,Car,"[767.33, 176.46, 845.46, 218.96]"
006421.png,Car,"[801.17, 175.04, 867.51, 202.42]"
006421.png,DontCare,"[614.77, 170.85, 637.73, 188.6]"
006421.png,DontCare,"[593.94, 173.98, 602.32, 180.27]"
006421.png,DontCare,"[525.19, 167.73, 535.65, 180.27]"
000050.png,Car,"[683.34, 170.98, 803.44, 257.43]"
000050.png,Car,"[262.97, 182.23, 469.76, 318.0]"
000050.png,Car,"[910.25, 159.81, 1241.0, 374.0]"
000050.png,Car,"[641.55, 172.79, 681.44, 206.29]"
000050.png,Van,"[683.63, 153.82, 724.01, 183.67]"
003559.png,Car,"[732.94, 190.43, 890.37, 293.89]"
003559.png,Van,"[664.57, 171.16, 720.97, 225.44]"
003559.png,DontCare,"[650.58, 177.3, 663.81, 195.06]"
004236.png,Car,"[735.83, 170.97, 755.36, 188.53]"
004236.png,Car,"[683.97, 171.45, 710.38, 191.93]"
004236.png,Car,"[77.09, 189.48, 232.05, 256.13]"
004236.png,Car,"[317.55, 163.61, 568.56, 314.84]"
004236.png,Car,"[414.61, 182.01, 471.07, 214.9]"
004236.png,Car,"[510.37, 180.14, 547.66, 201.26]"
004236.png,Tram,"[596.74, 156.69, 662.17, 188.36]"
004236.png,DontCare,"[296.9, 192.82, 311.42, 210.26]"
004236.png,DontCare,"[789.82, 156.92, 1240.0, 179.21]"
005128.png,Car,"[0.0, 183.38, 367.74, 374.0]"
005128.png,Car,"[805.09, 199.02, 1241.0, 374.0]"
005128.png,Car,"[685.45, 189.38, 796.62, 267.86]"
005128.png,Car,"[409.23, 187.34, 507.93, 260.39]"
005128.png,Car,"[667.33, 184.89, 736.59, 236.16]"
005128.png,Car,"[655.92, 182.04, 712.56, 224.43]"
002647.png,Car,"[407.26, 190.18, 601.82, 292.78]"
002647.png,Car,"[296.6, 190.6, 527.39, 288.78]"
002647.png,Car,"[73.33, 195.1, 291.12, 272.49]"
002647.png,Car,"[0.0, 185.04, 165.0, 265.27]"
002121.png,Truck,"[678.75, 100.46, 896.4, 268.8]"
002121.png,Car,"[282.72, 188.64, 351.24, 220.12]"
002121.png,DontCare,"[512.15, 171.48, 630.82, 188.59]"
004550.png,Van,"[266.55, 144.46, 425.37, 267.43]"
004550.png,Car,"[0.0, 201.81, 163.42, 271.82]"
004550.png,DontCare,"[492.9, 181.18, 588.93, 208.32]"
004550.png,DontCare,"[707.34, 178.27, 723.81, 189.88]"
005896.png,Car,"[607.86, 189.59, 626.06, 206.47]"
005896.png,DontCare,"[648.1, 190.65, 664.81, 202.15]"
000736.png,Car,"[1084.89, 208.43, 1241.0, 374.0]"
000736.png,Car,"[0.0, 213.21, 353.21, 374.0]"
000736.png,Car,"[712.76, 183.49, 868.0, 294.66]"
000736.png,Car,"[346.66, 184.3, 473.88, 270.45]"
000736.png,Car,"[468.3, 183.89, 521.38, 225.41]"
000736.png,Cyclist,"[564.97, 177.67, 575.45, 203.02]"
000736.png,Cyclist,"[577.23, 177.03, 587.07, 200.88]"
000736.png,Car,"[510.35, 184.96, 544.82, 209.59]"
000736.png,Car,"[635.23, 178.33, 655.7, 195.16]"
000736.png,Car,"[656.22, 175.32, 712.7, 221.36]"
000736.png,DontCare,"[615.21, 168.35, 639.98, 194.81]"
007059.png,Car,"[250.8, 167.34, 477.22, 329.11]"
007059.png,Car,"[936.09, 228.92, 1241.0, 374.0]"
007059.png,Car,"[438.55, 185.03, 537.78, 251.38]"
007059.png,Car,"[637.65, 176.73, 679.73, 210.14]"
007059.png,Van,"[554.49, 169.57, 585.33, 195.93]"
007059.png,DontCare,"[580.4, 159.4, 613.77, 193.82]"
006347.png,Car,"[804.94, 177.15, 1056.88, 372.98]"
006347.png,DontCare,"[664.77, 202.1, 680.44, 214.64]"
001428.png,Cyclist,"[187.33, 165.34, 210.73, 202.65]"
